Frame,Vertex,X,Y,Z
1,40,-0.25175201892852783,-0.039484575390815735,0.6110730767250061
1,41,-0.25175201892852783,-0.016766631975769997,0.6110730767250061
1,42,-0.24983534216880798,0.0012579389149323106,0.5913987159729004
1,43,-0.24983534216880798,-0.013433830812573433,0.5659518241882324
1,44,-0.24983534216880798,-0.0428173765540123,0.5659518241882324
1,45,-0.24983534216880798,-0.05750913918018341,0.5913987159729004
1,46,-0.24983540177345276,-0.0428173691034317,0.6168456077575684
1,47,-0.24983540177345276,-0.01343383640050888,0.6168456077575684
2,0,-0.252169132232666,-0.006858495995402336,0.5913987159729004
2,1,-0.06330288201570511,-0.006858492270112038,0.5913987755775452
2,2,-0.252169132232666,-0.017492050305008888,0.5729808807373047
2,3,-0.06330288201570511,-0.017492055892944336,0.5729808807373047
2,4,-0.252169132232666,-0.03875915706157684,0.5729808807373047
2,5,-0.06330288201570511,-0.038759149610996246,0.5729808807373047
2,6,-0.252169132232666,-0.0493927076458931,0.5913987159729004
2,7,-0.06330288201570511,-0.0493927039206028,0.5913987755775452
2,8,-0.2521691918373108,-0.038759153336286545,0.6098166108131409
2,9,-0.06330288201570511,-0.038759153336286545,0.6098166108131409
2,10,-0.2521691918373108,-0.017492052167654037,0.6098166108131409
2,11,-0.06330288201570511,-0.017492050305008888,0.6098166108131409
2,12,-0.07832110673189163,0.0019963327795267105,0.5913987755775452
2,13,-0.23715096712112427,0.0019963309168815613,0.5913987159729004
2,14,-0.23715093731880188,-0.01306463684886694,0.565312385559082
2,15,-0.07832106202840805,-0.013064635917544365,0.565312385559082
2,16,-0.23715093731880188,-0.04318657144904137,0.565312385559082
2,17,-0.07832106202840805,-0.04318657144904137,0.565312385559082
2,18,-0.23715096712112427,-0.05824752897024155,0.5913987159729004
2,19,-0.07832110673189163,-0.05824752897024155,0.5913987755775452
2,20,-0.23715096712112427,-0.04318657144904137,0.6174851059913635
2,21,-0.07832110673189163,-0.04318657144904137,0.6174851059913635
2,22,-0.23715096712112427,-0.013064639642834663,0.6174851059913635
2,23,-0.07832110673189163,-0.013064637780189514,0.6174851059913635
2,24,-0.24897897243499756,0.004236182197928429,0.5913987159729004
2,25,-0.24897897243499756,-0.011944709345698357,0.5633725523948669
2,26,-0.06649303436279297,-0.011944714933633804,0.5633725523948669
2,27,-0.06649303436279297,0.004236185923218727,0.5913987755775452
2,28,-0.24897897243499756,-0.04430650174617767,0.5633725523948669
2,29,-0.06649303436279297,-0.04430649057030678,0.5633725523948669
2,30,-0.24897897243499756,-0.06048738211393356,0.5913987159729004
2,31,-0.06649303436279297,-0.06048738211393356,0.5913987755775452
2,32,-0.24897904694080353,-0.04430649057030678,0.6194248795509338
2,33,-0.06649303436279297,-0.04430648684501648,0.6194248795509338
2,34,-0.24897904694080353,-0.011944714933633804,0.6194248795509338
2,35,-0.06649303436279297,-0.011944713070988655,0.6194248795509338
2,36,-0.25175195932388306,-0.016766628250479698,0.5717244148254395
2,37,-0.25175195932388306,-0.005407653748989105,0.5913987159729004
2,38,-0.25175195932388306,-0.03948457911610603,0.5717244148254395
2,39,-0.25175195932388306,-0.05084355175495148,0.5913987159729004
2,40,-0.25175201892852783,-0.039484575390815735,0.6110730767250061
2,41,-0.25175201892852783,-0.016766631975769997,0.6110730767250061
2,42,-0.24983534216880798,0.0012579389149323106,0.5913987159729004
2,43,-0.24983534216880798,-0.013433830812573433,0.5659518241882324
2,44,-0.24983534216880798,-0.0428173765540123,0.5659518241882324
2,45,-0.24983534216880798,-0.05750913918018341,0.5913987159729004
2,46,-0.24983540177345276,-0.0428173691034317,0.6168456077575684
2,47,-0.24983540177345276,-0.01343383640050888,0.6168456077575684
3,0,-0.252169132232666,-0.006858495995402336,0.5913987159729004
3,1,-0.06330288201570511,-0.006858492270112038,0.5913987755775452
3,2,-0.252169132232666,-0.017492050305008888,0.5729808807373047
3,3,-0.06330288201570511,-0.017492055892944336,0.5729808807373047
3,4,-0.252169132232666,-0.03875915706157684,0.5729808807373047
3,5,-0.06330288201570511,-0.038759149610996246,0.5729808807373047
3,6,-0.252169132232666,-0.0493927076458931,0.5913987159729004
3,7,-0.06330288201570511,-0.0493927039206028,0.5913987755775452
3,8,-0.2521691918373108,-0.038759153336286545,0.6098166108131409
3,9,-0.06330288201570511,-0.038759153336286545,0.6098166108131409
3,10,-0.2521691918373108,-0.017492052167654037,0.6098166108131409
3,11,-0.06330288201570511,-0.017492050305008888,0.6098166108131409
3,12,-0.07832110673189163,0.0019963327795267105,0.5913987755775452
3,13,-0.23715096712112427,0.0019963309168815613,0.5913987159729004
3,14,-0.23715093731880188,-0.01306463684886694,0.565312385559082
3,15,-0.07832106202840805,-0.013064635917544365,0.565312385559082
3,16,-0.23715093731880188,-0.04318657144904137,0.565312385559082
3,17,-0.07832106202840805,-0.04318657144904137,0.565312385559082
3,18,-0.23715096712112427,-0.05824752897024155,0.5913987159729004
3,19,-0.07832110673189163,-0.05824752897024155,0.5913987755775452
3,20,-0.23715096712112427,-0.04318657144904137,0.6174851059913635
3,21,-0.07832110673189163,-0.04318657144904137,0.6174851059913635
3,22,-0.23715096712112427,-0.013064639642834663,0.6174851059913635
3,23,-0.07832110673189163,-0.013064637780189514,0.6174851059913635
3,24,-0.24897897243499756,0.004236182197928429,0.5913987159729004
3,25,-0.24897897243499756,-0.011944709345698357,0.5633725523948669
3,26,-0.06649303436279297,-0.011944714933633804,0.5633725523948669
3,27,-0.06649303436279297,0.004236185923218727,0.5913987755775452
3,28,-0.24897897243499756,-0.04430650174617767,0.5633725523948669
3,29,-0.06649303436279297,-0.04430649057030678,0.5633725523948669
3,30,-0.24897897243499756,-0.06048738211393356,0.5913987159729004
3,31,-0.06649303436279297,-0.06048738211393356,0.5913987755775452
3,32,-0.24897904694080353,-0.04430649057030678,0.6194248795509338
3,33,-0.06649303436279297,-0.04430648684501648,0.6194248795509338
3,34,-0.24897904694080353,-0.011944714933633804,0.6194248795509338
3,35,-0.06649303436279297,-0.011944713070988655,0.6194248795509338
3,36,-0.25175195932388306,-0.016766628250479698,0.5717244148254395
3,37,-0.25175195932388306,-0.005407653748989105,0.5913987159729004
3,38,-0.25175195932388306,-0.03948457911610603,0.5717244148254395
3,39,-0.25175195932388306,-0.05084355175495148,0.5913987159729004
3,40,-0.25175201892852783,-0.039484575390815735,0.6110730767250061
3,41,-0.25175201892852783,-0.016766631975769997,0.6110730767250061
3,42,-0.24983534216880798,0.0012579389149323106,0.5913987159729004
3,43,-0.24983534216880798,-0.013433830812573433,0.5659518241882324
3,44,-0.24983534216880798,-0.0428173765540123,0.5659518241882324
3,45,-0.24983534216880798,-0.05750913918018341,0.5913987159729004
3,46,-0.24983540177345276,-0.0428173691034317,0.6168456077575684
3,47,-0.24983540177345276,-0.01343383640050888,0.6168456077575684
4,0,-0.252169132232666,-0.006858495995402336,0.5913987159729004
4,1,-0.06330288201570511,-0.006858492270112038,0.5913987755775452
4,2,-0.252169132232666,-0.017492050305008888,0.5729808807373047
4,3,-0.06330288201570511,-0.017492055892944336,0.5729808807373047
4,4,-0.252169132232666,-0.03875915706157684,0.5729808807373047
4,5,-0.06330288201570511,-0.038759149610996246,0.5729808807373047
4,6,-0.252169132232666,-0.0493927076458931,0.5913987159729004
4,7,-0.06330288201570511,-0.0493927039206028,0.5913987755775452
4,8,-0.2521691918373108,-0.038759153336286545,0.6098166108131409
4,9,-0.06330288201570511,-0.038759153336286545,0.6098166108131409
4,10,-0.2521691918373108,-0.017492052167654037,0.6098166108131409
4,11,-0.06330288201570511,-0.017492050305008888,0.6098166108131409
4,12,-0.07832110673189163,0.0019963327795267105,0.5913987755775452
4,13,-0.23715096712112427,0.0019963309168815613,0.5913987159729004
4,14,-0.23715093731880188,-0.01306463684886694,0.565312385559082
4,15,-0.07832106202840805,-0.013064635917544365,0.565312385559082
4,16,-0.23715093731880188,-0.04318657144904137,0.565312385559082
4,17,-0.07832106202840805,-0.04318657144904137,0.565312385559082
4,18,-0.23715096712112427,-0.05824752897024155,0.5913987159729004
4,19,-0.07832110673189163,-0.05824752897024155,0.5913987755775452
4,20,-0.23715096712112427,-0.04318657144904137,0.6174851059913635
4,21,-0.07832110673189163,-0.04318657144904137,0.6174851059913635
4,22,-0.23715096712112427,-0.013064639642834663,0.6174851059913635
4,23,-0.07832110673189163,-0.013064637780189514,0.6174851059913635
4,24,-0.24897897243499756,0.004236182197928429,0.5913987159729004
4,25,-0.24897897243499756,-0.011944709345698357,0.5633725523948669
4,26,-0.06649303436279297,-0.011944714933633804,0.5633725523948669
4,27,-0.06649303436279297,0.004236185923218727,0.5913987755775452
4,28,-0.24897897243499756,-0.04430650174617767,0.5633725523948669
4,29,-0.06649303436279297,-0.04430649057030678,0.5633725523948669
4,30,-0.24897897243499756,-0.06048738211393356,0.5913987159729004
4,31,-0.06649303436279297,-0.06048738211393356,0.5913987755775452
4,32,-0.24897904694080353,-0.04430649057030678,0.6194248795509338
4,33,-0.06649303436279297,-0.04430648684501648,0.6194248795509338
4,34,-0.24897904694080353,-0.011944714933633804,0.6194248795509338
4,35,-0.06649303436279297,-0.011944713070988655,0.6194248795509338
4,36,-0.25175195932388306,-0.016766628250479698,0.5717244148254395
4,37,-0.25175195932388306,-0.005407653748989105,0.5913987159729004
4,38,-0.25175195932388306,-0.03948457911610603,0.5717244148254395
4,39,-0.25175195932388306,-0.05084355175495148,0.5913987159729004
4,40,-0.25175201892852783,-0.039484575390815735,0.6110730767250061
4,41,-0.25175201892852783,-0.016766631975769997,0.6110730767250061
4,42,-0.24983534216880798,0.0012579389149323106,0.5913987159729004
4,43,-0.24983534216880798,-0.013433830812573433,0.5659518241882324
4,44,-0.24983534216880798,-0.0428173765540123,0.5659518241882324
4,45,-0.24983534216880798,-0.05750913918018341,0.5913987159729004
4,46,-0.24983540177345276,-0.0428173691034317,0.6168456077575684
4,47,-0.24983540177345276,-0.01343383640050888,0.6168456077575684
5,0,-0.252169132232666,-0.006858495995402336,0.5913987159729004
5,1,-0.06330288201570511,-0.006858492270112038,0.5913987755775452
5,2,-0.252169132232666,-0.017492050305008888,0.5729808807373047
5,3,-0.06330288201570511,-0.017492055892944336,0.5729808807373047
5,4,-0.252169132232666,-0.03875915706157684,0.5729808807373047
5,5,-0.06330288201570511,-0.038759149610996246,0.5729808807373047
5,6,-0.252169132232666,-0.0493927076458931,0.5913987159729004
5,7,-0.06330288201570511,-0.0493927039206028,0.5913987755775452
5,8,-0.2521691918373108,-0.038759153336286545,0.6098166108131409
5,9,-0.06330288201570511,-0.038759153336286545,0.6098166108131409
5,10,-0.2521691918373108,-0.017492052167654037,0.6098166108131409
5,11,-0.06330288201570511,-0.017492050305008888,0.6098166108131409
5,12,-0.07832110673189163,0.0019963327795267105,0.5913987755775452
5,13,-0.23715096712112427,0.0019963309168815613,0.5913987159729004
5,14,-0.23715093731880188,-0.01306463684886694,0.565312385559082
5,15,-0.07832106202840805,-0.013064635917544365,0.565312385559082
5,16,-0.23715093731880188,-0.04318657144904137,0.565312385559082
5,17,-0.07832106202840805,-0.04318657144904137,0.565312385559082
5,18,-0.23715096712112427,-0.05824752897024155,0.5913987159729004
5,19,-0.07832110673189163,-0.05824752897024155,0.5913987755775452
5,20,-0.23715096712112427,-0.04318657144904137,0.6174851059913635
5,21,-0.07832110673189163,-0.04318657144904137,0.6174851059913635
5,22,-0.23715096712112427,-0.013064639642834663,0.6174851059913635
5,23,-0.07832110673189163,-0.013064637780189514,0.6174851059913635
5,24,-0.24897897243499756,0.004236182197928429,0.5913987159729004
5,25,-0.24897897243499756,-0.011944709345698357,0.5633725523948669
5,26,-0.06649303436279297,-0.011944714933633804,0.5633725523948669
5,27,-0.06649303436279297,0.004236185923218727,0.5913987755775452
5,28,-0.24897897243499756,-0.04430650174617767,0.5633725523948669
5,29,-0.06649303436279297,-0.04430649057030678,0.5633725523948669
5,30,-0.24897897243499756,-0.06048738211393356,0.5913987159729004
5,31,-0.06649303436279297,-0.06048738211393356,0.5913987755775452
5,32,-0.24897904694080353,-0.04430649057030678,0.6194248795509338
5,33,-0.06649303436279297,-0.04430648684501648,0.6194248795509338
5,34,-0.24897904694080353,-0.011944714933633804,0.6194248795509338
5,35,-0.06649303436279297,-0.011944713070988655,0.6194248795509338
5,36,-0.25175195932388306,-0.016766628250479698,0.5717244148254395
5,37,-0.25175195932388306,-0.005407653748989105,0.5913987159729004
5,38,-0.25175195932388306,-0.03948457911610603,0.5717244148254395
5,39,-0.25175195932388306,-0.05084355175495148,0.5913987159729004
5,40,-0.25175201892852783,-0.039484575390815735,0.6110730767250061
5,41,-0.25175201892852783,-0.016766631975769997,0.6110730767250061
5,42,-0.24983534216880798,0.0012579389149323106,0.5913987159729004
5,43,-0.24983534216880798,-0.013433830812573433,0.5659518241882324
5,44,-0.24983534216880798,-0.0428173765540123,0.5659518241882324
5,45,-0.24983534216880798,-0.05750913918018341,0.5913987159729004
5,46,-0.24983540177345276,-0.0428173691034317,0.6168456077575684
5,47,-0.24983540177345276,-0.01343383640050888,0.6168456077575684
6,0,-0.252169132232666,-0.006858495995402336,0.5913987159729004
6,1,-0.06330288201570511,-0.006858492270112038,0.5913987755775452
6,2,-0.252169132232666,-0.017492050305008888,0.5729808807373047
6,3,-0.06330288201570511,-0.017492055892944336,0.5729808807373047
6,4,-0.252169132232666,-0.03875915706157684,0.5729808807373047
6,5,-0.06330288201570511,-0.038759149610996246,0.5729808807373047
6,6,-0.252169132232666,-0.0493927076458931,0.5913987159729004
6,7,-0.06330288201570511,-0.0493927039206028,0.5913987755775452
6,8,-0.2521691918373108,-0.038759153336286545,0.6098166108131409
6,9,-0.06330288201570511,-0.038759153336286545,0.6098166108131409
6,10,-0.2521691918373108,-0.017492052167654037,0.6098166108131409
6,11,-0.06330288201570511,-0.017492050305008888,0.6098166108131409
6,12,-0.07832110673189163,0.0019963327795267105,0.5913987755775452
6,13,-0.23715096712112427,0.0019963309168815613,0.5913987159729004
6,14,-0.23715093731880188,-0.01306463684886694,0.565312385559082
6,15,-0.07832106202840805,-0.013064635917544365,0.565312385559082
6,16,-0.23715093731880188,-0.04318657144904137,0.565312385559082
6,17,-0.07832106202840805,-0.04318657144904137,0.565312385559082
6,18,-0.23715096712112427,-0.05824752897024155,0.5913987159729004
6,19,-0.07832110673189163,-0.05824752897024155,0.5913987755775452
6,20,-0.23715096712112427,-0.04318657144904137,0.6174851059913635
6,21,-0.07832110673189163,-0.04318657144904137,0.6174851059913635
6,22,-0.23715096712112427,-0.013064639642834663,0.6174851059913635
6,23,-0.07832110673189163,-0.013064637780189514,0.6174851059913635
6,24,-0.24897897243499756,0.004236182197928429,0.5913987159729004
6,25,-0.24897897243499756,-0.011944709345698357,0.5633725523948669
6,26,-0.06649303436279297,-0.011944714933633804,0.5633725523948669
6,27,-0.06649303436279297,0.004236185923218727,0.5913987755775452
6,28,-0.24897897243499756,-0.04430650174617767,0.5633725523948669
6,29,-0.06649303436279297,-0.04430649057030678,0.5633725523948669
6,30,-0.24897897243499756,-0.06048738211393356,0.5913987159729004
6,31,-0.06649303436279297,-0.06048738211393356,0.5913987755775452
6,32,-0.24897904694080353,-0.04430649057030678,0.6194248795509338
6,33,-0.06649303436279297,-0.04430648684501648,0.6194248795509338
6,34,-0.24897904694080353,-0.011944714933633804,0.6194248795509338
6,35,-0.06649303436279297,-0.011944713070988655,0.6194248795509338
6,36,-0.25175195932388306,-0.016766628250479698,0.5717244148254395
6,37,-0.25175195932388306,-0.005407653748989105,0.5913987159729004
6,38,-0.25175195932388306,-0.03948457911610603,0.5717244148254395
6,39,-0.25175195932388306,-0.05084355175495148,0.5913987159729004
6,40,-0.25175201892852783,-0.039484575390815735,0.6110730767250061
6,41,-0.25175201892852783,-0.016766631975769997,0.6110730767250061
6,42,-0.24983534216880798,0.0012579389149323106,0.5913987159729004
6,43,-0.24983534216880798,-0.013433830812573433,0.5659518241882324
6,44,-0.24983534216880798,-0.0428173765540123,0.5659518241882324
6,45,-0.24983534216880798,-0.05750913918018341,0.5913987159729004
6,46,-0.24983540177345276,-0.0428173691034317,0.6168456077575684
6,47,-0.24983540177345276,-0.01343383640050888,0.6168456077575684
7,0,-0.252169132232666,-0.006858495995402336,0.5913987159729004
7,1,-0.06330288201570511,-0.006858492270112038,0.5913987755775452
7,2,-0.252169132232666,-0.017492050305008888,0.5729808807373047
7,3,-0.06330288201570511,-0.017492055892944336,0.5729808807373047
7,4,-0.252169132232666,-0.03875915706157684,0.5729808807373047
7,5,-0.06330288201570511,-0.038759149610996246,0.5729808807373047
7,6,-0.252169132232666,-0.0493927076458931,0.5913987159729004
7,7,-0.06330288201570511,-0.0493927039206028,0.5913987755775452
7,8,-0.2521691918373108,-0.038759153336286545,0.6098166108131409
7,9,-0.06330288201570511,-0.038759153336286545,0.6098166108131409
7,10,-0.2521691918373108,-0.017492052167654037,0.6098166108131409
7,11,-0.06330288201570511,-0.017492050305008888,0.6098166108131409
7,12,-0.07832110673189163,0.0019963327795267105,0.5913987755775452
7,13,-0.23715096712112427,0.0019963309168815613,0.5913987159729004
7,14,-0.23715093731880188,-0.01306463684886694,0.565312385559082
7,15,-0.07832106202840805,-0.013064635917544365,0.565312385559082
7,16,-0.23715093731880188,-0.04318657144904137,0.565312385559082
7,17,-0.07832106202840805,-0.04318657144904137,0.565312385559082
7,18,-0.23715096712112427,-0.05824752897024155,0.5913987159729004
7,19,-0.07832110673189163,-0.05824752897024155,0.5913987755775452
7,20,-0.23715096712112427,-0.04318657144904137,0.6174851059913635
7,21,-0.07832110673189163,-0.04318657144904137,0.6174851059913635
7,22,-0.23715096712112427,-0.013064639642834663,0.6174851059913635
7,23,-0.07832110673189163,-0.013064637780189514,0.6174851059913635
7,24,-0.24897897243499756,0.004236182197928429,0.5913987159729004
7,25,-0.24897897243499756,-0.011944709345698357,0.5633725523948669
7,26,-0.06649303436279297,-0.011944714933633804,0.5633725523948669
7,27,-0.06649303436279297,0.004236185923218727,0.5913987755775452
7,28,-0.24897897243499756,-0.04430650174617767,0.5633725523948669
7,29,-0.06649303436279297,-0.04430649057030678,0.5633725523948669
7,30,-0.24897897243499756,-0.06048738211393356,0.5913987159729004
7,31,-0.06649303436279297,-0.06048738211393356,0.5913987755775452
7,32,-0.24897904694080353,-0.04430649057030678,0.6194248795509338
7,33,-0.06649303436279297,-0.04430648684501648,0.6194248795509338
7,34,-0.24897904694080353,-0.011944714933633804,0.6194248795509338
7,35,-0.06649303436279297,-0.011944713070988655,0.6194248795509338
7,36,-0.25175195932388306,-0.016766628250479698,0.5717244148254395
7,37,-0.25175195932388306,-0.005407653748989105,0.5913987159729004
7,38,-0.25175195932388306,-0.03948457911610603,0.5717244148254395
7,39,-0.25175195932388306,-0.05084355175495148,0.5913987159729004
7,40,-0.25175201892852783,-0.039484575390815735,0.6110730767250061
7,41,-0.25175201892852783,-0.016766631975769997,0.6110730767250061
7,42,-0.24983534216880798,0.0012579389149323106,0.5913987159729004
7,43,-0.24983534216880798,-0.013433830812573433,0.5659518241882324
7,44,-0.24983534216880798,-0.0428173765540123,0.5659518241882324
7,45,-0.24983534216880798,-0.05750913918018341,0.5913987159729004
7,46,-0.24983540177345276,-0.0428173691034317,0.6168456077575684
7,47,-0.24983540177345276,-0.01343383640050888,0.6168456077575684
8,0,-0.252169132232666,-0.006858495995402336,0.5913987159729004
8,1,-0.06330288201570511,-0.006858492270112038,0.5913987755775452
8,2,-0.252169132232666,-0.017492050305008888,0.5729808807373047
8,3,-0.06330288201570511,-0.017492055892944336,0.5729808807373047
8,4,-0.252169132232666,-0.03875915706157684,0.5729808807373047
8,5,-0.06330288201570511,-0.038759149610996246,0.5729808807373047
8,6,-0.252169132232666,-0.0493927076458931,0.5913987159729004
8,7,-0.06330288201570511,-0.0493927039206028,0.5913987755775452
8,8,-0.2521691918373108,-0.038759153336286545,0.6098166108131409
8,9,-0.06330288201570511,-0.038759153336286545,0.6098166108131409
8,10,-0.2521691918373108,-0.017492052167654037,0.6098166108131409
8,11,-0.06330288201570511,-0.017492050305008888,0.6098166108131409
8,12,-0.07832110673189163,0.0019963327795267105,0.5913987755775452
8,13,-0.23715096712112427,0.0019963309168815613,0.5913987159729004
8,14,-0.23715093731880188,-0.01306463684886694,0.565312385559082
8,15,-0.07832106202840805,-0.013064635917544365,0.565312385559082
8,16,-0.23715093731880188,-0.04318657144904137,0.565312385559082
8,17,-0.07832106202840805,-0.04318657144904137,0.565312385559082
8,18,-0.23715096712112427,-0.05824752897024155,0.5913987159729004
8,19,-0.07832110673189163,-0.05824752897024155,0.5913987755775452
8,20,-0.23715096712112427,-0.04318657144904137,0.6174851059913635
8,21,-0.07832110673189163,-0.04318657144904137,0.6174851059913635
8,22,-0.23715096712112427,-0.013064639642834663,0.6174851059913635
8,23,-0.07832110673189163,-0.013064637780189514,0.6174851059913635
8,24,-0.24897897243499756,0.004236182197928429,0.5913987159729004
8,25,-0.24897897243499756,-0.011944709345698357,0.5633725523948669
8,26,-0.06649303436279297,-0.011944714933633804,0.5633725523948669
8,27,-0.06649303436279297,0.004236185923218727,0.5913987755775452
8,28,-0.24897897243499756,-0.04430650174617767,0.5633725523948669
8,29,-0.06649303436279297,-0.04430649057030678,0.5633725523948669
8,30,-0.24897897243499756,-0.06048738211393356,0.5913987159729004
8,31,-0.06649303436279297,-0.06048738211393356,0.5913987755775452
8,32,-0.24897904694080353,-0.04430649057030678,0.6194248795509338
8,33,-0.06649303436279297,-0.04430648684501648,0.6194248795509338
8,34,-0.24897904694080353,-0.011944714933633804,0.6194248795509338
8,35,-0.06649303436279297,-0.011944713070988655,0.6194248795509338
8,36,-0.25175195932388306,-0.016766628250479698,0.5717244148254395
8,37,-0.25175195932388306,-0.005407653748989105,0.5913987159729004
8,38,-0.25175195932388306,-0.03948457911610603,0.5717244148254395
8,39,-0.25175195932388306,-0.05084355175495148,0.5913987159729004
8,40,-0.25175201892852783,-0.039484575390815735,0.6110730767250061
8,41,-0.25175201892852783,-0.016766631975769997,0.6110730767250061
8,42,-0.24983534216880798,0.0012579389149323106,0.5913987159729004
8,43,-0.24983534216880798,-0.013433830812573433,0.5659518241882324
8,44,-0.24983534216880798,-0.0428173765540123,0.5659518241882324
8,45,-0.24983534216880798,-0.05750913918018341,0.5913987159729004
8,46,-0.24983540177345276,-0.0428173691034317,0.6168456077575684
8,47,-0.24983540177345276,-0.01343383640050888,0.6168456077575684
9,0,-0.252169132232666,-0.006858495995402336,0.5913987159729004
9,1,-0.06330288201570511,-0.006858492270112038,0.5913987755775452
9,2,-0.252169132232666,-0.017492050305008888,0.5729808807373047
9,3,-0.06330288201570511,-0.017492055892944336,0.5729808807373047
9,4,-0.252169132232666,-0.03875915706157684,0.5729808807373047
9,5,-0.06330288201570511,-0.038759149610996246,0.5729808807373047
9,6,-0.252169132232666,-0.0493927076458931,0.5913987159729004
9,7,-0.06330288201570511,-0.0493927039206028,0.5913987755775452
9,8,-0.2521691918373108,-0.038759153336286545,0.6098166108131409
9,9,-0.06330288201570511,-0.038759153336286545,0.6098166108131409
9,10,-0.2521691918373108,-0.017492052167654037,0.6098166108131409
9,11,-0.06330288201570511,-0.017492050305008888,0.6098166108131409
9,12,-0.07832110673189163,0.0019963327795267105,0.5913987755775452
9,13,-0.23715096712112427,0.0019963309168815613,0.5913987159729004
9,14,-0.23715093731880188,-0.01306463684886694,0.565312385559082
9,15,-0.07832106202840805,-0.013064635917544365,0.565312385559082
9,16,-0.23715093731880188,-0.04318657144904137,0.565312385559082
9,17,-0.07832106202840805,-0.04318657144904137,0.565312385559082
9,18,-0.23715096712112427,-0.05824752897024155,0.5913987159729004
9,19,-0.07832110673189163,-0.05824752897024155,0.5913987755775452
9,20,-0.23715096712112427,-0.04318657144904137,0.6174851059913635
9,21,-0.07832110673189163,-0.04318657144904137,0.6174851059913635
9,22,-0.23715096712112427,-0.013064639642834663,0.6174851059913635
9,23,-0.07832110673189163,-0.013064637780189514,0.6174851059913635
9,24,-0.24897897243499756,0.004236182197928429,0.5913987159729004
9,25,-0.24897897243499756,-0.011944709345698357,0.5633725523948669
9,26,-0.06649303436279297,-0.011944714933633804,0.5633725523948669
9,27,-0.06649303436279297,0.004236185923218727,0.5913987755775452
9,28,-0.24897897243499756,-0.04430650174617767,0.5633725523948669
9,29,-0.06649303436279297,-0.04430649057030678,0.5633725523948669
9,30,-0.24897897243499756,-0.06048738211393356,0.5913987159729004
9,31,-0.06649303436279297,-0.06048738211393356,0.5913987755775452
9,32,-0.24897904694080353,-0.04430649057030678,0.6194248795509338
9,33,-0.06649303436279297,-0.04430648684501648,0.6194248795509338
9,34,-0.24897904694080353,-0.011944714933633804,0.6194248795509338
9,35,-0.06649303436279297,-0.011944713070988655,0.6194248795509338
9,36,-0.25175195932388306,-0.016766628250479698,0.5717244148254395
9,37,-0.25175195932388306,-0.005407653748989105,0.5913987159729004
9,38,-0.25175195932388306,-0.03948457911610603,0.5717244148254395
9,39,-0.25175195932388306,-0.05084355175495148,0.5913987159729004
9,40,-0.25175201892852783,-0.039484575390815735,0.6110730767250061
